trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
182,False,"{'a': 0.5, 'e': 0.40252422403363597}",25,12,-33.07384608672131,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
183,False,"{'a': 0.5, 'e': 0.4005166260908188}",20,3,-59.5878194518059,"{0: 13, 1: 1, 2: 1, 3: 1, 4: 1}",1
184,False,"{'a': 0.5, 'e': 0.39851904108451414}",20,0,-91.52184213885435,"{0: 15, 1: 2, 2: 0, 3: 1, 4: 2}",0
185,False,"{'a': 0.5, 'e': 0.39653141907499284}",20,7,-14.57986735716578,"{0: 10, 1: 2, 2: 0, 3: 1, 4: 0}",1
186,False,"{'a': 0.5, 'e': 0.3945537103716011}",25,5,-71.16750339471771,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",1
187,False,"{'a': 0.5, 'e': 0.39258586553151836}",20,3,-10.275494816002686,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 0}",1
188,False,"{'a': 0.5, 'e': 0.3906278353585211}",20,10,-21.838507493188235,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
189,False,"{'a': 0.5, 'e': 0.388679570901753}",35,17,-47.43852394041459,"{0: 13, 1: 3, 2: 1, 3: 0, 4: 1}",1
190,False,"{'a': 0.5, 'e': 0.3867410234545012}",30,17,7.783764511695238,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.5, 'e': 0.3848121445529785}",20,5,-14.5732889426904,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 0}",1
192,False,"{'a': 0.5, 'e': 0.38289288597511206}",20,0,-35.21986471235676,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
193,False,"{'a': 0.5, 'e': 0.38098319973933725}",25,11,-34.76212296963649,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
194,False,"{'a': 0.5, 'e': 0.37908303810339883}",20,3,-33.951075312107406,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 1}",1
195,False,"{'a': 0.5, 'e': 0.37719235356315695}",30,18,-21.698832525064866,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
196,False,"{'a': 0.5, 'e': 0.37531109885139957}",25,13,21.52180096199096,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.5, 'e': 0.37343922693666093}",20,14,6.505886495378667,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.5, 'e': 0.3715766910220457}",20,9,-2.4333084824845344,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
199,False,"{'a': 0.5, 'e': 0.369723444544059}",20,10,6.332938713110045,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
200,False,"{'a': 0.5, 'e': 0.36787944117144233}",25,0,-72.31126810711356,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 2}",0
201,False,"{'a': 0.5, 'e': 0.36604463480401533}",25,0,-14.47221647524656,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
202,False,"{'a': 0.5, 'e': 0.3642189795715233}",25,15,19.891138639054184,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.5, 'e': 0.36240242983249027}",20,14,-14.26701351164534,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
204,False,"{'a': 0.5, 'e': 0.3605949401730783}",25,0,-43.952619936209494,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
205,False,"{'a': 0.5, 'e': 0.3587964654059516}",20,13,-19.811435226229946,"{0: 5, 1: 0, 2: 1, 3: 1, 4: 0}",1
206,False,"{'a': 0.5, 'e': 0.3570069605691474}",20,13,7.144055513225009,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.5, 'e': 0.3552263809249515}",20,0,-34.11033031316167,"{0: 16, 1: 3, 2: 0, 3: 0, 4: 1}",0
208,False,"{'a': 0.5, 'e': 0.35345468195878016}",20,0,14.598153302631118,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
209,False,"{'a': 0.5, 'e': 0.3516918193780669}",25,11,-18.47447864922318,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
210,False,"{'a': 0.5, 'e': 0.3499377491111553}",20,0,-7.392048514755578,"{0: 17, 1: 2, 2: 0, 3: 1, 4: 0}",0
211,False,"{'a': 0.5, 'e': 0.3481924273061976}",30,19,-10.404073929338637,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
212,False,"{'a': 0.5, 'e': 0.3464558103300574}",20,0,-69.17235697537566,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
213,False,"{'a': 0.5, 'e': 0.3447278547672202}",20,0,4.470436571519482,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
214,False,"{'a': 0.5, 'e': 0.34300851741870664}",25,15,8.117128920814144,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.5, 'e': 0.3412977553009937}",20,0,7.225525164460441,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
216,False,"{'a': 0.5, 'e': 0.3395955256449391}",30,7,1.139063845121012,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 0}",1
217,False,"{'a': 0.5, 'e': 0.33790178589471304}",30,11,28.065280382191542,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.5, 'e': 0.33621649370673334}",25,0,-68.94370051248617,"{0: 20, 1: 2, 2: 1, 3: 0, 4: 2}",1
219,False,"{'a': 0.5, 'e': 0.3345396069486076}",20,14,-3.6411079213208897,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
220,False,"{'a': 0.5, 'e': 0.33287108369807955}",25,14,18.214470829666624,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.5, 'e': 0.331210882241981}",30,13,-23.672824973528066,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
222,False,"{'a': 0.5, 'e': 0.32955896107518906}",20,14,12.307193966958687,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.5, 'e': 0.32791527889958855}",20,2,1.6148932957954463,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
224,False,"{'a': 0.5, 'e': 0.32627979462303947}",20,10,-3.178223361150092,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
225,False,"{'a': 0.5, 'e': 0.32465246735834974}",30,20,-15.914610969181885,"{0: 7, 1: 2, 2: 0, 3: 1, 4: 0}",1
226,False,"{'a': 0.5, 'e': 0.3230332564222529}",25,11,-63.95827253245652,"{0: 9, 1: 0, 2: 4, 3: 0, 4: 1}",1
227,False,"{'a': 0.5, 'e': 0.32142212133439135}",25,14,-2.054716878487475,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
228,False,"{'a': 0.5, 'e': 0.31981902181630384}",20,14,10.86156700060366,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.5, 'e': 0.3182239177904191}",35,15,-44.843657771072536,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",1
230,False,"{'a': 0.5, 'e': 0.31663676937905316}",30,19,-19.567654292768047,"{0: 8, 1: 1, 2: 1, 3: 1, 4: 0}",1
231,False,"{'a': 0.5, 'e': 0.3150575369034133}",20,9,1.2886740062058355,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
232,False,"{'a': 0.5, 'e': 0.3134861808826053}",20,6,-24.471094344144092,"{0: 11, 1: 1, 2: 0, 3: 2, 4: 0}",1
233,False,"{'a': 0.5, 'e': 0.31192266203264674}",30,9,28.066552387275834,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.5, 'e': 0.31036694126548503}",30,22,4.462954179972574,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
235,False,"{'a': 0.5, 'e': 0.30881897968801986}",20,9,-50.516031850165604,"{0: 8, 1: 1, 2: 0, 3: 1, 4: 1}",1
236,False,"{'a': 0.5, 'e': 0.30727873860113125}",30,18,6.201452710181359,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
237,False,"{'a': 0.5, 'e': 0.30574617949871175}",20,12,2.2199736564469044,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
238,False,"{'a': 0.5, 'e': 0.3042212640667041}",25,1,-35.0772295549413,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 1}",1
239,False,"{'a': 0.5, 'e': 0.30270395418214285}",20,3,-14.902096784345085,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
240,False,"{'a': 0.5, 'e': 0.30119421191220214}",25,17,17.581784296627653,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.5, 'e': 0.2996919995132463}",25,0,26.660303265680795,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
242,False,"{'a': 0.5, 'e': 0.2981972794298874}",20,12,14.30986778355511,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.5, 'e': 0.29671001429404525}",30,20,6.019367249211213,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
244,False,"{'a': 0.5, 'e': 0.2952301669240142}",30,19,-32.69436858758433,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
245,False,"{'a': 0.5, 'e': 0.29375770032353277}",20,12,-48.36763387714138,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 1}",1
246,False,"{'a': 0.5, 'e': 0.2922925776808594}",20,7,11.180346101773551,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
247,False,"{'a': 0.5, 'e': 0.29083476236785155}",25,15,8.344330379213861,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.5, 'e': 0.2893842179390506}",20,12,13.865233887395043,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.5, 'e': 0.2879409081307702}",20,4,-12.855627845801102,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
250,False,"{'a': 0.5, 'e': 0.2865047968601901}",25,3,-58.14269022352903,"{0: 18, 1: 0, 2: 2, 3: 1, 4: 1}",1
251,False,"{'a': 0.5, 'e': 0.28507584822445353}",20,12,11.81335391636566,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.5, 'e': 0.2836540264997704}",20,8,21.681568335381346,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.5, 'e': 0.2822392961405233}",20,14,10.173317700660307,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.5, 'e': 0.2808316217783798}",25,17,-39.951435362032974,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
255,False,"{'a': 0.5, 'e': 0.2794309682214073}",25,16,15.952367278627122,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.5, 'e': 0.27803730045319414}",20,8,-11.082396934130042,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
257,False,"{'a': 0.5, 'e': 0.2766505836319734}",20,14,-29.56560670373443,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
258,False,"{'a': 0.5, 'e': 0.27527078308975234}",25,4,4.926770102268495,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 0}",1
259,False,"{'a': 0.5, 'e': 0.2738978643314456}",20,4,-0.2104149773156152,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 0}",1
260,False,"{'a': 0.5, 'e': 0.2725317930340126}",20,12,3.312058113870521,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
261,False,"{'a': 0.5, 'e': 0.2711725350455999}",20,9,16.96110205738635,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.5, 'e': 0.2698200563846868}",30,19,10.641733786417268,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
263,False,"{'a': 0.5, 'e': 0.2684743232392366}",20,9,10.373512567190375,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
264,False,"{'a': 0.5, 'e': 0.26713530196585034}",25,17,12.7318304192117,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.5, 'e': 0.2658029590889266}",30,8,17.87152938160115,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
266,False,"{'a': 0.5, 'e': 0.26447726129982396}",30,9,-21.22509226020066,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 1}",1
267,False,"{'a': 0.5, 'e': 0.2631581754560287}",30,19,24.393808317008684,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.5, 'e': 0.261845668580326}",30,8,22.99583688177737,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
269,False,"{'a': 0.5, 'e': 0.2605397078599756}",20,2,17.306844658263085,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
270,False,"{'a': 0.5, 'e': 0.2592402606458915}",30,15,22.15545691014464,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.5, 'e': 0.2579472944518257}",30,12,-14.922167552268352,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
272,False,"{'a': 0.5, 'e': 0.2566607769535559}",30,15,-12.36123488869117,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
273,False,"{'a': 0.5, 'e': 0.2553806759880777}",20,13,-8.30487852662724,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
274,False,"{'a': 0.5, 'e': 0.25410695955280027}",25,20,8.59805960609479,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.5, 'e': 0.25283959580474646}",25,3,19.227962650449843,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
276,False,"{'a': 0.5, 'e': 0.25157855305975646}",30,18,7.1262188754124,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.5, 'e': 0.2503237997916961}",30,16,20.84317103378716,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.5, 'e': 0.24907530463166816}",35,20,12.932084244100164,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
279,False,"{'a': 0.5, 'e': 0.24783303636722875}",25,12,-9.870590746728606,"{0: 10, 1: 2, 2: 0, 3: 1, 4: 0}",1
280,False,"{'a': 0.5, 'e': 0.24659696394160643}",20,0,-31.236802293079634,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
281,False,"{'a': 0.5, 'e': 0.24536705645292634}",30,2,-21.38990793982711,"{0: 26, 1: 0, 2: 0, 3: 1, 4: 1}",1
282,False,"{'a': 0.5, 'e': 0.2441432831534371}",30,14,-20.607517424744263,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 0}",1
283,False,"{'a': 0.5, 'e': 0.24292561344874244}",20,5,-22.43572868860428,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 1}",1
284,False,"{'a': 0.5, 'e': 0.24171401689703645}",25,15,6.282696114943415,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
285,False,"{'a': 0.5, 'e': 0.24050846320834213}",20,13,10.32859842458739,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.5, 'e': 0.23930892224375455}",20,10,16.767566146243794,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.5, 'e': 0.23811536401468703}",20,9,-24.604680266623905,"{0: 8, 1: 0, 2: 2, 3: 1, 4: 0}",1
288,False,"{'a': 0.5, 'e': 0.23692775868212176}",30,20,20.007675127435483,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.5, 'e': 0.23574607655586352}",20,16,3.9885646546124955,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.5, 'e': 0.23457028809379765}",20,0,18.332880014602406,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
291,False,"{'a': 0.5, 'e': 0.23340036390115132}",30,12,19.638106229517525,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
292,False,"{'a': 0.5, 'e': 0.23223627472975883}",20,13,14.217320956930976,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.5, 'e': 0.23107799147733019}",20,16,7.046019965665947,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.5, 'e': 0.22992548518672384}",30,12,-22.548821522275677,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
295,False,"{'a': 0.5, 'e': 0.22877872704522242}",20,6,9.394050796821697,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
296,False,"{'a': 0.5, 'e': 0.22763768838381274}",30,11,-19.753297174886445,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
297,False,"{'a': 0.5, 'e': 0.22650234067646874}",25,3,-4.884956225849158,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 0}",1
298,False,"{'a': 0.5, 'e': 0.22537265553943872}",25,13,-13.149620646636627,"{0: 8, 1: 3, 2: 1, 3: 0, 4: 0}",1
299,False,"{'a': 0.5, 'e': 0.22424860473053532}",20,3,-19.686931273422534,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
300,False,"{'a': 0.5, 'e': 0.22313016014842982}",20,10,16.466665616539892,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.5, 'e': 0.22201729383194937}",30,0,37.59277735048981,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
302,False,"{'a': 0.5, 'e': 0.2209099779593782}",30,19,11.803668267927542,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.5, 'e': 0.21980818484776168}",25,11,21.900496381995787,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.5, 'e': 0.21871188695221475}",25,8,13.823466819917046,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
305,False,"{'a': 0.5, 'e': 0.21762105686523284}",25,11,15.02204784591371,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.5, 'e': 0.21653566731600707}",20,3,25.370681174142987,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.5, 'e': 0.21545569116974203}",25,18,0.5707355710472768,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
308,False,"{'a': 0.5, 'e': 0.21438110142697794}",25,11,10.724753084923023,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
309,False,"{'a': 0.5, 'e': 0.21331187122291523}",35,21,3.535506022383486,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
310,False,"{'a': 0.5, 'e': 0.21224797382674304}",20,8,20.595326176312717,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.5, 'e': 0.21118938264097117}",20,14,-2.2820088724249867,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
312,False,"{'a': 0.5, 'e': 0.21013607120076472}",25,11,22.41749305482149,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.5, 'e': 0.20908801317328293}",20,12,-34.52368515539993,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 1}",1
314,False,"{'a': 0.5, 'e': 0.20804518235702046}",25,6,-37.93770359677292,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 1}",1
315,False,"{'a': 0.5, 'e': 0.20700755268115265}",20,11,14.214502071395337,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.5, 'e': 0.20597509820488344}",20,9,-1.4791751217514058,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
317,False,"{'a': 0.5, 'e': 0.2049477931167973}",25,15,17.45763536624826,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.5, 'e': 0.20392561173421342}",20,10,15.741663214073753,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.5, 'e': 0.20290852850254407}",25,8,-15.481785188750605,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
320,False,"{'a': 0.5, 'e': 0.20189651799465538}",25,8,20.27553806659765,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
321,False,"{'a': 0.5, 'e': 0.20088955491023208}",20,11,-0.9955703432408143,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
322,False,"{'a': 0.5, 'e': 0.1998876140751445}",20,2,21.5303774069477,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.5, 'e': 0.19889067044081962}",20,14,4.7170505749857226,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.5, 'e': 0.19789869908361465}",25,15,16.249659545447223,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.5, 'e': 0.19691167520419406}",25,18,13.064987445132743,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.5, 'e': 0.19592957412690934}",25,16,3.2723468894533094,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
327,False,"{'a': 0.5, 'e': 0.1949523712991825}",30,22,13.250684584449264,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.5, 'e': 0.19398004229089189}",20,0,22.422528933192016,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
329,False,"{'a': 0.5, 'e': 0.19301256279376172}",20,11,16.58700568044066,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.5, 'e': 0.19204990862075408}",25,5,-10.481472054842659,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
331,False,"{'a': 0.5, 'e': 0.19109205570546464}",25,10,10.52806016096591,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
332,False,"{'a': 0.5, 'e': 0.1901389801015205}",20,7,25.29504605500529,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.5, 'e': 0.18919065798198204}",20,10,-21.65263808279943,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
334,False,"{'a': 0.5, 'e': 0.1882470656387468}",20,12,-38.80081181025188,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
335,False,"{'a': 0.5, 'e': 0.18730817948195702}",20,12,-26.668739841016183,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
336,False,"{'a': 0.5, 'e': 0.18637397603940997}",20,13,-30.697082339114395,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
337,False,"{'a': 0.5, 'e': 0.18544443195597088}",20,0,-60.2522674156018,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 2}",0
338,False,"{'a': 0.5, 'e': 0.18451952399298926}",20,16,5.809358824251309,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.5, 'e': 0.18359922902771786}",25,0,-24.616844463728867,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
340,False,"{'a': 0.5, 'e': 0.18268352405273466}",20,14,12.48499708985024,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.5, 'e': 0.1817723861753675}",20,3,-36.157855584876664,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
342,False,"{'a': 0.5, 'e': 0.1808657926171221}",25,15,21.996081989699025,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.5, 'e': 0.17996372071311217}",25,11,13.828213907667735,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
344,False,"{'a': 0.5, 'e': 0.17906614791149322}",30,21,18.463922451770756,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.5, 'e': 0.1781730517728984}",20,4,21.30433104168876,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.5, 'e': 0.17728440996987782}",20,11,1.9474501196406013,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.5, 'e': 0.17640020028634}",25,15,-7.642671445316389,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
348,False,"{'a': 0.5, 'e': 0.17552040061699686}",25,13,24.31816379397578,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.5, 'e': 0.17464498896681085}",20,6,21.30918708095129,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.5, 'e': 0.17377394345044514}",20,6,18.2020199993194,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.5, 'e': 0.17290724229171636}",20,7,-0.7518730091643917,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
352,False,"{'a': 0.5, 'e': 0.17204486382305054}",20,1,16.18332763823512,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.5, 'e': 0.1711867864849409}",20,8,18.077121359428865,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.5, 'e': 0.17033298882540943}",20,12,13.79733580903393,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.5, 'e': 0.16948344949947006}",20,12,16.627371749755973,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.5, 'e': 0.1686381472685955}",20,15,10.307554367546768,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.5, 'e': 0.16779706100018585}",35,24,17.921317499087287,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.5, 'e': 0.1669601696670407}",25,18,7.311938796841532,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.5, 'e': 0.16612745234683307}",25,20,11.593439765988215,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.5, 'e': 0.16529888822158653}",20,5,0.9639088937033051,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 0}",1
361,False,"{'a': 0.5, 'e': 0.1644744565771549}",20,14,11.743160613936276,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.5, 'e': 0.16365413680270405}",25,16,4.781388884962547,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.5, 'e': 0.16283790839019696}",35,3,-5.59413881301128,"{0: 25, 1: 5, 2: 2, 3: 0, 4: 0}",1
364,False,"{'a': 0.5, 'e': 0.16202575093388075}",25,17,10.434956991196742,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.5, 'e': 0.16121764412977677}",25,11,16.566586123230586,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.5, 'e': 0.16041356777517274}",20,3,28.826945841522576,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
