trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
367,False,"{'a': 0.5, 'e': 0.15961350176811803}",20,11,-18.075733699871076,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 0}",1
368,False,"{'a': 0.5, 'e': 0.15881742610692068}",25,5,-18.06819466674327,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",1
369,False,"{'a': 0.5, 'e': 0.1580253208896478}",30,15,-11.33063674130742,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
370,False,"{'a': 0.5, 'e': 0.1572371663136276}",25,19,12.436629771112962,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.5, 'e': 0.15645294267495474}",20,16,8.294186550611009,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.5, 'e': 0.1556726303679973}",25,12,1.0463827472703595,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
373,False,"{'a': 0.5, 'e': 0.15489620988490704}",30,11,33.63218874140011,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.5, 'e': 0.1541236618151314}",30,7,-28.84317329996047,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 1}",1
375,False,"{'a': 0.5, 'e': 0.15335496684492847}",25,16,16.790557804259926,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.5, 'e': 0.15259010575688386}",20,4,12.631061033979469,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
377,False,"{'a': 0.5, 'e': 0.1518290594294306}",25,16,16.2649855931075,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.5, 'e': 0.15107180883637084}",20,13,12.285801629395673,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.5, 'e': 0.15031833504640033}",25,15,11.73496730995258,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.5, 'e': 0.14956861922263504}",20,0,13.813350924482856,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
381,False,"{'a': 0.5, 'e': 0.14882264262214037}",25,2,11.009990420987386,"{0: 21, 1: 1, 2: 0, 3: 1, 4: 0}",1
382,False,"{'a': 0.5, 'e': 0.14808038659546244}",20,15,-11.692519719841995,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
383,False,"{'a': 0.5, 'e': 0.14734183258616193}",25,11,11.837199797978393,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
384,False,"{'a': 0.5, 'e': 0.14660696213035015}",25,11,14.8201870611667,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
385,False,"{'a': 0.5, 'e': 0.14587575685622736}",20,15,6.563850215211312,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.5, 'e': 0.14514819848362373}",25,12,21.438273189903363,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.5, 'e': 0.14442426882354198}",25,16,-32.36101545512547,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 1}",1
388,False,"{'a': 0.5, 'e': 0.14370394977770293}",25,2,20.28768614743661,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 0}",1
389,False,"{'a': 0.5, 'e': 0.14298722333809288}",35,17,19.729522246338473,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
390,False,"{'a': 0.5, 'e': 0.1422740715865136}",25,14,16.447201975282194,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.5, 'e': 0.14156447669413402}",25,16,17.579939413303705,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.5, 'e': 0.140858420921045}",30,20,-120.47692734622923,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 3}",1
393,False,"{'a': 0.5, 'e': 0.14015588661581535}",25,11,-0.5243865696439729,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
394,False,"{'a': 0.5, 'e': 0.13945685621505094}",20,11,5.32715675013588,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
395,False,"{'a': 0.5, 'e': 0.13876131224295524}",20,12,-3.7690518333577616,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
396,False,"{'a': 0.5, 'e': 0.13806923731089282}",20,6,24.012086289078578,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.5, 'e': 0.13738061411695424}",20,8,13.85047560243261,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.5, 'e': 0.13669542544552385}",25,0,-18.47091128798195,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
399,False,"{'a': 0.5, 'e': 0.13601365416684916}",20,10,16.870970640929166,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.5, 'e': 0.1353352832366127}",20,4,6.8231880159965845,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
401,False,"{'a': 0.5, 'e': 0.13466029569550586}",20,10,17.849664386938652,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.5, 'e': 0.13398867466880493}",20,9,19.660419321214953,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.5, 'e': 0.13332040336594936}",20,12,-26.057382920234865,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
404,False,"{'a': 0.5, 'e': 0.13265546508012172}",20,12,14.113101373250116,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.5, 'e': 0.13199384318783022}",20,7,-17.347570242805006,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
406,False,"{'a': 0.5, 'e': 0.13133552114849303}",20,9,7.084120204885608,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
407,False,"{'a': 0.5, 'e': 0.13068048250402503}",20,8,-21.90365544271346,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
408,False,"{'a': 0.5, 'e': 0.1300287108784259}",35,18,-12.956128603928423,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
409,False,"{'a': 0.5, 'e': 0.12938018997737108}",25,17,3.7715526529634946,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
410,False,"{'a': 0.5, 'e': 0.12873490358780423}",20,16,7.013133055119114,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.5, 'e': 0.12809283557753198}",20,14,10.969876753683064,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.5, 'e': 0.12745396989482075}",25,20,9.62843720429025,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.5, 'e': 0.1268182905679951}",25,0,9.351129261989307,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
414,False,"{'a': 0.5, 'e': 0.12618578170503877}",25,2,35.4253026497682,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.5, 'e': 0.1255564274931972}",20,12,3.454963756733262,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
416,False,"{'a': 0.5, 'e': 0.12493021219858241}",30,18,25.096725705273272,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
417,False,"{'a': 0.5, 'e': 0.12430712016577938}",25,12,-20.971515853020065,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
418,False,"{'a': 0.5, 'e': 0.12368713581745483}",25,15,18.921426242484134,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.5, 'e': 0.12307024365396771}",30,16,13.057371042253006,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
420,False,"{'a': 0.5, 'e': 0.1224564282529819}",20,8,0.5464676829546984,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
421,False,"{'a': 0.5, 'e': 0.12184567426908036}",20,13,14.918930674562397,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.5, 'e': 0.12123796643338168}",20,16,8.848464528480227,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.5, 'e': 0.12063328955315826}",20,0,19.334100628288734,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
424,False,"{'a': 0.5, 'e': 0.12003162851145673}",20,1,18.997871875369523,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
425,False,"{'a': 0.5, 'e': 0.11943296826671962}",25,15,14.644928436867453,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.5, 'e': 0.11883729385240965}",20,2,18.458177287484425,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
427,False,"{'a': 0.5, 'e': 0.1182445903766354}",20,5,19.702222550293936,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.5, 'e': 0.11765484302177918}",25,14,20.474380578367736,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.5, 'e': 0.11706803704412637}",30,16,25.611672100863238,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.5, 'e': 0.11648415777349697}",25,13,-3.16849380608548,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
431,False,"{'a': 0.5, 'e': 0.11590319061287874}",25,16,20.66225889123481,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.5, 'e': 0.11532512103806251}",20,9,12.565116619928581,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.5, 'e': 0.11474993459727875}",20,12,3.1852651459423,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
434,False,"{'a': 0.5, 'e': 0.1141776169108365}",35,22,24.18769954590295,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.5, 'e': 0.11360815367076371}",20,3,22.32554942327222,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.5, 'e': 0.11304153064044985}",20,9,19.33804016927954,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.5, 'e': 0.11247773365428958}",25,10,21.676109227816195,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.5, 'e': 0.11191674861732888}",25,14,0.33477390172697796,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
439,False,"{'a': 0.5, 'e': 0.11135856150491262}",20,14,10.903281766371817,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.5, 'e': 0.11080315836233387}",20,0,-7.377577012342283,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
441,False,"{'a': 0.5, 'e': 0.11025052530448522}",25,14,9.704679249548155,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
442,False,"{'a': 0.5, 'e': 0.10970064851551141}",35,15,29.781909674444687,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
443,False,"{'a': 0.5, 'e': 0.10915351424846406}",25,15,19.295478463089623,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.5, 'e': 0.10860910882495796}",25,17,10.5667702973256,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.5, 'e': 0.10806741863482926}",20,2,28.361018480013744,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.5, 'e': 0.10752843013579495}",30,19,20.008140812686367,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.5, 'e': 0.10699212985311449}",25,9,-14.474611733681108,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
448,False,"{'a': 0.5, 'e': 0.1064585043792528}",25,18,2.0899152607276785,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
449,False,"{'a': 0.5, 'e': 0.10592754037354536}",20,16,8.419747026707224,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.5, 'e': 0.10539922456186433}",25,17,13.685057687987893,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.5, 'e': 0.1048735437362869}",25,4,35.195592221324574,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.5, 'e': 0.104350484754765}",25,17,17.419790342786325,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.5, 'e': 0.10383003454079692}",25,15,2.453009258413055,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.5, 'e': 0.1033121800831002}",30,14,23.06188127000508,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.5, 'e': 0.1027969084352864}",25,4,16.904884891335392,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
456,False,"{'a': 0.5, 'e': 0.10228420671553744}",20,0,31.956990306092646,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.5, 'e': 0.10177406210628372}",25,17,1.7276290438507251,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
458,False,"{'a': 0.5, 'e': 0.1012664618538834}",25,3,37.27806588390583,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.5, 'e': 0.10076139326830373}",30,20,19.229194251963204,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.5, 'e': 0.1002588437228037}",25,12,22.868940616402874,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.5, 'e': 0.09975880065361863}",30,15,13.47319794984463,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
462,False,"{'a': 0.5, 'e': 0.09926125155964566}",25,9,18.13214287899195,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
463,False,"{'a': 0.5, 'e': 0.09876618400213154}",25,13,27.676259196641983,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
464,False,"{'a': 0.5, 'e': 0.09827358560436154}",20,16,6.0913854858279,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
465,False,"{'a': 0.5, 'e': 0.09778344405135005}",25,14,20.654175221921914,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
466,False,"{'a': 0.5, 'e': 0.09729574708953276}",20,8,-31.63681203111061,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
467,False,"{'a': 0.5, 'e': 0.09681048252646021}",30,13,20.388124254485863,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
468,False,"{'a': 0.5, 'e': 0.09632763823049303}",20,16,7.61888345849366,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
469,False,"{'a': 0.5, 'e': 0.09584720213049865}",20,16,5.13049157605512,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
470,False,"{'a': 0.5, 'e': 0.09536916221554961}",20,16,5.695978743878819,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
471,False,"{'a': 0.5, 'e': 0.09489350653462311}",25,11,12.728038893671044,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
472,False,"{'a': 0.5, 'e': 0.09442022319630235}",30,19,24.35345874525858,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
473,False,"{'a': 0.5, 'e': 0.09394930036847918}",20,12,12.50359720891515,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
474,False,"{'a': 0.5, 'e': 0.09348072627805847}",20,9,20.51698736802097,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.5, 'e': 0.09301448921066349}",20,10,18.209208326809218,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
476,False,"{'a': 0.5, 'e': 0.09255057751034329}",20,9,13.669092444828777,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
477,False,"{'a': 0.5, 'e': 0.09208897957928115}",20,15,8.565018452133577,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.5, 'e': 0.09162968387750484}",25,11,25.144115960879066,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
479,False,"{'a': 0.5, 'e': 0.09117267892259785}",25,9,29.283121481232758,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
480,False,"{'a': 0.5, 'e': 0.09071795328941251}",20,12,0.5506646102241228,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
481,False,"{'a': 0.5, 'e': 0.09026549560978427}",25,6,20.52319660162365,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
482,False,"{'a': 0.5, 'e': 0.08981529457224763}",25,14,19.75308556982736,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.5, 'e': 0.08936733892175319}",25,1,5.933896283721056,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 0}",1
484,False,"{'a': 0.5, 'e': 0.08892161745938634}",20,13,-1.0651886813437532,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
485,False,"{'a': 0.5, 'e': 0.08847811904208727}",25,11,16.58002654860925,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
486,False,"{'a': 0.5, 'e': 0.08803683258237255}",20,6,21.779065114465197,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
487,False,"{'a': 0.5, 'e': 0.08759774704805763}",25,7,18.98379533349661,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
488,False,"{'a': 0.5, 'e': 0.0871608514619813}",25,13,21.927800286310546,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.5, 'e': 0.08672613490173114}",25,16,17.430138920693167,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.5, 'e': 0.0862935864993705}",20,8,22.573613875547323,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.5, 'e': 0.08586319544116683}",25,19,10.634223374357497,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.5, 'e': 0.08543495096732123}",25,15,5.693646468550698,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
493,False,"{'a': 0.5, 'e': 0.08500884237169956}",30,16,4.979571641429175,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
494,False,"{'a': 0.5, 'e': 0.08458485900156469}",30,22,15.478188663460815,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.5, 'e': 0.08416299025731036}",30,10,21.0236504254178,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
496,False,"{'a': 0.5, 'e': 0.08374322559219596}",20,0,20.924832750232955,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
497,False,"{'a': 0.5, 'e': 0.083325554512083}",30,24,14.42886482050031,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
498,False,"{'a': 0.5, 'e': 0.08290996657517266}",25,19,11.809990432658232,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
499,False,"{'a': 0.5, 'e': 0.08249645139174498}",20,10,21.671785850092633,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
500,False,"{'a': 0.5, 'e': 0.0820849986238988}",25,13,23.731180004732764,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
501,False,"{'a': 0.5, 'e': 0.08167559798529346}",20,12,15.19233971328041,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
502,False,"{'a': 0.5, 'e': 0.08126823924089167}",30,15,8.99225621643073,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
503,False,"{'a': 0.5, 'e': 0.08086291220670366}",20,14,8.612911212162402,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
504,False,"{'a': 0.5, 'e': 0.08045960674953244}",25,17,13.959203733101727,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
505,False,"{'a': 0.5, 'e': 0.08005831278672054}",25,13,23.50418052703408,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
506,False,"{'a': 0.5, 'e': 0.07965902028589801}",20,10,19.71735311701052,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
507,False,"{'a': 0.5, 'e': 0.07926171926473155}",30,13,15.259725640696683,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
508,False,"{'a': 0.5, 'e': 0.07886639979067495}",25,11,21.887026533816343,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.5, 'e': 0.07847305198072073}",20,10,10.664782133279918,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
510,False,"{'a': 0.5, 'e': 0.07808166600115313}",35,24,19.373490254166185,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
511,False,"{'a': 0.5, 'e': 0.07769223206730236}",25,12,24.20296384434846,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
512,False,"{'a': 0.5, 'e': 0.07730474044329974}",20,15,-13.677020709283454,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
513,False,"{'a': 0.5, 'e': 0.0769191814418345}",25,15,20.834345811022953,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
514,False,"{'a': 0.5, 'e': 0.07653554542391151}",20,6,9.722795664426846,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
515,False,"{'a': 0.5, 'e': 0.07615382279861033}",25,17,16.004515096250554,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
516,False,"{'a': 0.5, 'e': 0.07577400402284548}",20,6,22.408721682107807,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
517,False,"{'a': 0.5, 'e': 0.07539607960112776}",20,11,19.595667346904982,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
518,False,"{'a': 0.5, 'e': 0.07502004008532698}",25,11,20.562968180864836,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
519,False,"{'a': 0.5, 'e': 0.07464587607443557}",20,8,23.777507913620354,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.5, 'e': 0.07427357821433388}",35,27,14.942140531248157,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
521,False,"{'a': 0.5, 'e': 0.07390313719755595}",25,6,-1.7388647513799023,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
522,False,"{'a': 0.5, 'e': 0.0735345437630571}",20,14,11.68006621188104,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.5, 'e': 0.07316778869598221}",20,12,5.1713675925172256,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
524,False,"{'a': 0.5, 'e': 0.07280286282743559}",20,14,9.133265970406967,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
525,False,"{'a': 0.5, 'e': 0.07243975703425146}",35,17,24.694184868272444,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
526,False,"{'a': 0.5, 'e': 0.0720784622387661}",30,20,19.6102677259585,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
527,False,"{'a': 0.5, 'e': 0.07171896940859077}",30,4,10.07735053978055,"{0: 24, 1: 0, 2: 1, 3: 1, 4: 0}",1
528,False,"{'a': 0.5, 'e': 0.07136126955638605}",20,12,16.396680993172392,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
529,False,"{'a': 0.5, 'e': 0.07100535373963698}",20,0,33.49796478072894,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
530,False,"{'a': 0.5, 'e': 0.0706512130604296}",35,18,31.915431394882166,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
531,False,"{'a': 0.5, 'e': 0.07029883866522844}",25,15,17.655654660202433,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
532,False,"{'a': 0.5, 'e': 0.06994822174465536}",20,12,14.62572691996589,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
533,False,"{'a': 0.5, 'e': 0.06959935353326901}",25,18,16.778582391161066,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
534,False,"{'a': 0.5, 'e': 0.069252225309346}",20,5,0.6698764582159811,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
535,False,"{'a': 0.5, 'e': 0.06890682839466256}",20,3,15.970634618909884,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
536,False,"{'a': 0.5, 'e': 0.06856315415427791}",25,9,28.584641030661377,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
537,False,"{'a': 0.5, 'e': 0.06822119399631812}",30,22,16.07525218102616,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
538,False,"{'a': 0.5, 'e': 0.06788093937176144}",30,19,19.49939176659201,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
539,False,"{'a': 0.5, 'e': 0.06754238177422452}",25,8,-32.06749291578054,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
540,False,"{'a': 0.5, 'e': 0.06720551273974976}",25,16,10.873142340947407,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
541,False,"{'a': 0.5, 'e': 0.0668703238465938}",25,18,13.727229639825552,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
542,False,"{'a': 0.5, 'e': 0.06653680671501686}",20,7,26.70922803617798,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.5, 'e': 0.06620495300707324}",20,11,7.483672758034298,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
544,False,"{'a': 0.5, 'e': 0.06587475442640295}",20,0,32.12663823322745,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
545,False,"{'a': 0.5, 'e': 0.06554620271802433}",25,13,21.511282196804473,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
546,False,"{'a': 0.5, 'e': 0.06521928966812753}",25,12,22.144088081111512,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
547,False,"{'a': 0.5, 'e': 0.06489400710386926}",35,26,18.288550219043817,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
548,False,"{'a': 0.5, 'e': 0.06457034689316847}",25,16,14.425376112313643,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
549,False,"{'a': 0.5, 'e': 0.06424830094450308}",20,13,12.074665913116151,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
550,False,"{'a': 0.5, 'e': 0.06392786120670757}",25,14,7.275716717503392,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
551,False,"{'a': 0.5, 'e': 0.0636090196687718}",20,11,11.226462204312782,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
